templates_id,templates_CES,templates_title,templates_content
114,181875,BATTERY WONT CHARGE NEW,"<br>1.Remove the battery and USB cable from the camera<br>2.Plug the USB cable into the camera(cable should already be connected to adapter)<br>3.Remove the camera and sync while plugin<br>4.Check the LED behavior of the camera from your Arlo App.<br>5.Check if the camera is online and has a charger icon<br>6.Without unplugging the USB, insert the battery into the camera and close the battery cover<br>7.If the issue was not resolved yet, try swapping the battery with the camera that was working fine.<br><br>•May I have the serial number of the affected device?<br>•May I know if the charger used was the one supplied by Arlo?<br>•May I know if where and when was the item purchased?<br>•May I have your shipping address?<br>•May I have your contact details?<br>•May I know if when did the issue occur?<br>•May I know if the camera works fine before?<br><br><br><br>"
115,140567,TRYING TO SET UP ARLO CAMERAS FROM SCRATCH,"<br>Hi Kent,<br><br>I hope you are doing fine!<br><br>Thank you for submitting your concern through our email channel. Please know that we will do our best to address your concern in the least amount of time.<br><br>As I understand your concern, you wanted to know how to set up an Arlo camera. Please be informed that if you are a grant access user, you need to set up first your own base station before you sync your camera/s if it is for Arlo Wire-Free, Arlo Pro, Arlo Pro 2, Arlo Pro 3, Arlo Audio Doorbell, and Arlo Ultra. Arlo Q, Arlo Q Plus, Arlo Go, and Arlo Baby cameras do not connect to your Arlo or Arlo Pro base station. With this, you may try the following troubleshooting steps as laid out below:<br><br>To connect your Arlo SmartHub or base station to the Internet:<br>1. Connect the SmartHub or base station to your router using an Ethernet cable.<br>Note: You must connect the base station to your router before you power it on. The base station might not connect to your network correctly if you power it on before connecting it to your router.<br>2. Connect the power adapter to the base station and plug it into an electrical outlet.<br>3. Turn the base station on by pressing the On-Off button.<br>4. Wait for the power LED and Internet LED on the front of the base station to turn green in about two minutes. If you&apos;re using a single-LED base station, wait for the LED to turn blue.<br>5. Your base station is connected to the Internet.<br><br>To add a new Arlo device to your existing Arlo account:<br>1. Launch the Arlo app or log in to your Arlo account at my.arlo.com.<br>2. Tap or click Add New Device.<br>3. Select the new device that you are adding from the list of devices.<br>4. Follow the on-screen instructions to add your new Arlo device to your system.<br><br>You may also go to the web articles(s) for future reference:<br>https://kb.arlo.com/1179139/How-do-I-connect-my-Arlo-SmartHub-or-base-station-to-the-Internet<br>https://kb.arlo.com/987/How-do-I-set-up-and-sync-my-Arlo-wire-free-cameras<br>https://kb.arlo.com/1146973/How-do-I-set-up-and-sync-my-Arlo-Pro-or-Pro-2-Wire-Free-cameras<br>https://kb.arlo.com/1002006/How-do-I-set-up-Arlo-Q-on-Android<br>https://kb.arlo.com/1001944/How-do-I-set-up-Arlo-Q-on-iOS<br>https://kb.arlo.com/1282700/How-do-I-set-up-my-Arlo-Baby-camera<br>https://kb.arlo.com/000062134/How-do-I-manually-sync-my-Arlo-Ultra-or-Pro-3-camera<br>https://kb.arlo.com/000061864/How-do-I-set-up-my-Arlo-Audio-Doorbell<br>https://kb.arlo.com/000062292/How-do-I-install-my-Arlo-Video-Doorbell<br>https://kb.arlo.com/1201822/How-do-I-set-up-my-Arlo-Go-camera<br><br>If the steps provided above did not bring any resolution, kindly detail the results or behavior of the system after performing the said steps on your response. Likewise, I would like to gather additional information so that we can proceed accordingly:<br><br>1. What is the serial number of the Camera/Base station?<br>2. May I know the date and place of purchased?<br>3. What kind of Arlo camera are you trying to set up?<br>4. Do you want to set up the camera on the main account or as grant access user?<br><br>Please be informed that when your case gets inactive for 7 days, we will have to close this case. I know that the issue might have not been resolved yet. However, you may still get back to us at your most convenient time and provide your case ID which is 41440403.<br><br>For inquiries or other issues, we also have other support options available for you:<br><br>• Phone support: 408-638-3750<br>• Live chat support: visit http://www.arlo.com/en-US/support/contact.aspx and click on ""Start Chat"".<br>• Support Site: https://support.arlo.com<br>• Community site: https://community.arlo.com<br><br>Sincerely,<br><br>Kim<br>ARLO Support Expert<br>"
116,140567,Unable to see the live view of your camera in your browser and there is an unexpected error,"Hi Sai Krishna,<br><br>I hope you are doing fine!<br><br>Thank you for submitting your concern through our email channel. Please know that we will do our best to address your concern in the least amount of time.<br><br>As I understand your concern, you were unable to see the live view of your camera in your browser and there is an unexpected error. May I know what else have you done so far? Any troubleshooting steps taken before contacting us? One probable cause for this to happen is that the Arlo web client uses the Adobe Flash plug-in to display your camera streams in a browser or the browser you are using is outdated. With this, you may try the following troubleshooting steps as laid out below:<br><br>1. If you can&apos;t see your video streams from a web browser, but you can see them on your mobile device, make sure that your browser isn&apos;t blocking the plug-in and that you are using the latest version of Adobe Flash.<br>For help with Adobe Flash Player, visit https://helpx.adobe.com/flash-player.html.<br>2. Ensure that ports 123, 443, and 80 are open on your router.<br>3. If you are using Arlo Pro Wire-Free or Arlo Wire-Free cameras, minimize the number of networks, WiFi devices, and transmitted frequencies near your base station and cameras.<br>- Place your cameras at least 10 feet (3 meters) from the base station, and allow at least 6.5 feet (2 meters) between cameras and the camera is no farther than 300 feet (90 meters) from the base station. Avoid placing your base station or cameras near cordless phones, microwaves, or WiFi-enabled devices. F<br>4. Change or recharge the batteries on any cameras that are operating on battery power to ensure that the battery is not low.<br>5. Run a speed test to make sure you have enough internet speed.<br><br>You may also go to this link for future reference:<br>https://kb.arlo.com/000039099/Why-can-t-I-see-Arlo-video-streams-from-a-web-browser<br><br>If the same issue persists, please follow the steps below:<br>1. Please log in to your account and go to Settings > My Devices > Device Order > Drag the bottom camera to the top then click Save.<br>2. Then, reboot the base station by going to Settings > My Devices > click Base station and hit Restart.<br>3. Log back in to your Arlo account using a computer and check if you can see the live stream.<br><br>The Arlo website supports the following browsers:<br>1. Internet Explorer 10 or above<br>2. Firefox 3.5 or above<br>3. Safari 3 or above (except on Windows and Linux)<br>4. Google Chrome (any version)<br><br>If the steps provided above did not bring any resolution, kindly detail the results or behavior of the system after performing the said steps on your response. Likewise, I would like to gather additional information so that we can proceed accordingly:<br><br>1. What is the serial number of the Camera/Base station?<br>2. May I know the date and place of purchased?<br>3. Are the cameras working when you do a Live streaming using the Arlo app?<br>4. How many camera/s are affected?<br><br>Please be informed that when your case gets inactive for 7 days, we will have to close this case. I know that the issue might have not been resolved yet. However, you may still get back to us at your most convenient time and provide your case ID which is 41440357.<br><br>For inquiries or other issues, we also have other support options available for you:<br><br>• Phone support: 408-638-3750<br>• Live chat support: visit http://www.arlo.com/en-US/support/contact.aspx and click on ""Start Chat"".<br>• Support Site: https://support.arlo.com<br>• Community site: https://community.arlo.com<br><br>Sincerely,<br><br>Kim<br>ARLO Support Expert"
117,140567,WPS ARLO Q/Q+ RESET TS,"To isolate further, can you check on the router if you see a WPS button? If yes, please follow the steps below:<br><br>1. Plug the camera to an outlet where its close to the router.<br>2. Using a paper clip or a small pin, press and hold the reset for 1 minute.<br>3. After that, wait for a few minutes until the camera LED turns to solid amber then flashing amber.<br>4. Flashing amber means its ready to setup.<br>5. Login to the Arlo app or Arlo Website.<br>6. Click ""Add new device"" > Select ""Arlo Q"" > Tap ""WiFi"".<br>7. Enter manually the WiFi name and password.<br>8. Continue.<br>9. Press and hold the WPS button on the router for 5 seconds.<br>10. Then, press and hold the sync button on the camera for 2 seconds.<br>11. Follow the on-screen instructions.<br>12. Click ""Yes"".<br>13. Check if did discover."
118,140567,MOTION ISSUE,"1. Camera positioning:<br>> Ensure that your camera isn’t looking through glass or other transparent objects because  camera’s motion sensor decreases in performance when it is aimed to look through glass, plastic, or a mirror.<br>>Keep active locations in the camera&apos;s field of view. Position your camera so that the space that you want to monitor is within the camera&apos;s field of view.<br>> Elevate your camera. Mount your Arlo motion-detection camera at least 7 feet (2.1 meters) above the floor and aim it slightly downward for the best sensor performance.<br>> Ensure that side-to-side traffic crosses Arlo&apos;s field of view. Arlo&apos;s motion sensor is much more sensitive to side-to-side movement across its field of view than to movement directly toward or away from the camera. The best area for motion detection is 5 feet to 20 feet (1.5 to 6 meters) from the camera position.<br><br>2. Create a custom mode:<br>Please follow these steps:<br><br>1. Launch the Arlo app or log in to your Arlo account at my.arlo.com.<br>2. Tap or click Mode > Tap or click the base station > Tap or click Add a Mode.<br>3. Enter a name for the mode and tap or click Next. The Trigger Device page displays.<br>4. Tap or click the camera as the trigger device for a rule and then tap or click Next. Since you are using an Arlo Pro 2 Wire-Free camera please select motion is detected as the action then tap or click Next.<br>5. Set the Motion Sensitivity using the slider and tap or click Next. When prompted, specify that you want the camera to detect motion.<br>Note: You can select Record video or Do nothing.<br>6. If you selected Record video, use the slider to specify how long you want your device to record for motion is detected and tap or click Next.<br>7. Select the notifications that you want to receive and tap or click Next.<br>8. If you selected Email Alerts, enter the email addresses that you want to receive alerts and tap or click Next.<br>9. Review the summary of your settings and tap or click Save. Your new mode is saved.<br>Note: If you did not select Record video, you will not be able to save.<br>10. From the mode menu, tap the pencil icon or click > next to the mode that you just created.<br>Tap or click Add Rule and do the same process to the other cameras.<br><br>3. Try to do power cycle your camera and make an activity. Please check the library if something is recording after you trigger any motion.<br>• Open and close the camera battery door. If the LED blinks blue once and it does not rapidly blink blue later, you must resync your camera.<br><br>4. If in case the camera still not recording, try to remove and re-sync the camera<br><br>1. Please try to remove and re-sync the affected camera from the account:<br><br>To Remove the device from the account:<br>1. Launch your Arlo app or go to my.arlo.com.<br>2. Log in to your Arlo account > go to Settings, then select My Devices, and Select the affected camera.<br>3.Scroll down and select ""Remove Device""<br><br>Power cycle the camera.<br>a. Take the battery out for 60 seconds.<br>b. Install the battery back in after the said time frame.<br>c. Check the momentary Blue light is showing. If it is Amber, it means the battery is dead. With that, please change the battery.<br><br>To re-sync your camera:<br>1. Please bring the affected camera at least 3ft to your Arlo Base Station<br>2. Push the ""SYNC"" button the Base Station first, please make sure that the camera LED icon located to the right is blinking green.<br>3. Then push the ""SYNC"" button on your Arlo Camera, The camera will then be blinking blue.<br>4. Once the camera blinks fast blue and there was no amber LED during the entire syncing process, that indicates your camera has been re-synced into your account.<br><br>You may also go to this link for future reference:<br>https://kb.arlo.com/42/What-are-modes-and-rules-and-how-does-Arlo-use-them<br>https://kb.arlo.com/37/How-do-I-position-my-Arlo-wire-free-camera<br>https://kb.arlo.com/994085/Why-isn-t-my-Arlo-camera-detecting-motion<br>https://kb.arlo.com/1713/How-do-I-remove-a-device-from-my-Arlo-account"
119,140567,SUBSCRIPTION ****UNINSTALL AND REINSTALL*****,"Hi, Mark.<br><br>Thank you for submitting your concern through our email channel. Please know that we will do our best to address your concern in the least amount of time.<br><br>As I understand your concern, you are having issues in purchasing a subscription for $14.99. One probable cause for this to happen is that the Arlo app you are using is outdated. Hence, I highly advise you to please uninstall and re-install the Arlo application in your mobile device. In any case that the issue still persists after the uninstall and re-install process, please try to use another mobile device. With this, you may try the following troubleshooting steps as laid out below:<br><br>To uninstall Arlo app in iOs phone:<br>1. Touch and hold any app on the Home screen, then tap Edit Home Screen. The apps begin to jiggle.<br>2. Tap the Close button on the app you want to remove, then tap Delete.<br>3. Tap Done (iPhone X and later) or press the Home button (other models).<br>4. Go to App Store and re-install the Arlo application.<br>5. Log back in to your Arlo account and purchase the subscription plan.<br><br>To uninstall Arlo app in Android phone:<br>1. Go to the Settings app from your app drawer or home screen.<br>2. Tap Apps & Notifications, then hit See all apps.<br>3. Scroll down the list until you find the app you want to remove and tap it.<br>4. Select Uninstall.<br>5. Go to Google Play Store  and re-install the Arlo application.<br>6. Log back in to your Arlo account and purchase the subscription plan.<br><br>may also go to this link for future reference: <<<KB LINK>>><br><br>If the steps provided above did not bring any resolution, kindly detail the results or behavior of the system after performing the said steps on your response. Likewise, I would like to gather additional information so that we can proceed accordingly:<br><br>1. SN of the affected camera/base station.<br>2. Date and place of purchased.<br>3. <<<PROBING QUESTIONS>>><br><br>Please be informed that when your case gets inactive for 7 days, we will have to close this case. I know that the issue might have not been resolved yet. However, you may still get back to us at your most convenient time and provide your case ID which is 41436344.<br><br>For inquiries or other issues, we also have other support options available for you:<br><br>• Phone support: 408-638-3750<br>• Live chat support: visit http://www.arlo.com/en-US/support/contact.aspx and click on ""Start Chat"".<br>• Support Site: https://support.arlo.com<br>• Community site: https://community.arlo.com<br><br>Sincerely,<br><br>Kim<br>ARLO Support Expert"
120,140567,ALL ABOUT PINK TINT,"PINK TINT IMAGE RMA TEMPLATE<br><br>Hi Andrew,<br><br>I hope you are doing well!<br><br>Thank you for your prompt respond through our email channel and for sending us an attachment. Upon checking, it seems that the camera has deemed defective after all the troubleshooting we&apos;ve done. Hence, we are going to process an RMA request for the affected camera. Thus, we would like to offer a shipping waive process for you to expedite shipment as a delivery option, and when shipping fee will be waived our system requires a credit card for the replacement process to go through. Your credit card will only be used as collateral for us to waive the shipping fee.<br><br>A $2.00 temporary authorization hold will be placed on your credit card. Any such charge will be removed automatically from your card account and will not need to be paid. These authorizations can have the temporary effect of reducing the available balance for the account, but they will automatically expire and drop off the account eventually. The duration for which an authorization remains on the account varies by issuing bank or card type, and cannot be controlled by ARLO.<br><br>Once our warehouse receives the defective device, the $2.00 temporary authorization hold will be credited back to your card. The only time that your credit card will be charged automatically if the unit is not returned on time (10 business days from the date that the replacement device is received). This fee is equivalent to the current listing price of the device. I can assure you that no money will be charged from your credit card. We apologize for this inconvenience and appreciate your feedback.<br><br>I would like to gather additional information so that we can proceed accordingly with your RMA request:<br><br>1. May I have your complete shipping address and best callback number?<br>2. May I know your preferred time with your Time Zone for us to call you back for further details that we needed?<br><br>Please be informed that when your case gets inactive for 7 days, we will have to close this case. I know that the issue might have not been resolved yet. However, you may still get back to us at your most convenient time and provide your case ID which is 41426267.<br><br>For inquiries or other issues, we also have other support options available for you:<br><br>• Phone support: 408-638-3750<br>• Live chat support: visit http://www.arlo.com/en-US/support/contact.aspx and click on ""Start Chat"".<br>• Support Site - https://support.arlo.com<br>• Community site - https://community.arlo.com<br><br>Sincerely,<br><br>Kim<br>ARLO Support Expert<br><br>*********************PINK TINT PROBING QUESTIONS********************<br><br>• What is the temperature in the location of the affected camera?<br>• Have you tried changing the location of the affected camera? If not, please do<br>so.<br>• Did you remove the camera from the App before re-syncing it?"
121,140567,CANNOT LOG IN,"Hi Robert,<br><br><br>I hope you are doing well!<br><br>Thank you for submitting your concern through our email channel. Please know that we will do our best to address your concern in the least amount of time.<br><br>As I understand regarding your another concern, you were unable to log in. May I know what else have you done so far? Any troubleshooting steps taken before contacting us? One probable cause for this to happen when you are using an incorrect log in credentials. I do apologize for the inconvenience this issue has caused you. With this, you may try the following troubleshooting steps as laid out below:<br><br>1. Launch your Arlo application or go to my.arlo.com website.<br>2. Provide the email address and password associated with your Arlo account.<br>3. If you cannot still log in, try to reset the password by clicking the ""Forgot Password?""<br><br>You may also go to this link for future reference:<br>https://kb.arlo.com/1000863/Why-can-t-I-log-in-to-my-Arlo-account-from-my-web-browser<br><br>If the issue still persists, please try to use another mobile device or a computer. Then, log back in to the account. You may also uninstall and re-install the Arlo app in your phone just to make sure that you have an updated application. When using a computer, make sure that it is compatible with Arlo.<br><br>The Arlo website supports the following browsers:<br>- Internet Explorer 10 or above<br>- Firefox 3.5 or above<br>- Safari 3 or above (except on Windows and Linux)<br>- Google Chrome (any version)<br><br>If the steps provided above did not bring any resolution, kindly detail the results or behavior of the system after performing the said steps on your response. Likewise, I would like to gather additional information so that we can proceed accordingly:<br><br>1. May I have the Serial Number of the affected camera/base station?<br>2. May I know that date and place of purchased?<br>3. Have you tried logging in today using a computer? If not, please try to do so.<br>Note: Please provide us a screenshot in case there is any error.<br><br>Please be informed that when your case gets inactive for 7 days, we will have to close this case. I know that the issue might have not been resolved yet. However, you may still get back to us at your most convenient time and provide your case ID which is 41453900.<br><br>For inquiries or other issues, we also have other support options available for you:<br><br>• Phone support: 408-638-3750<br>• Live chat support: visit http://www.arlo.com/en-US/support/contact.aspx and click on ""Start Chat"".<br>• Support Site - https://support.arlo.com<br>• Community site - https://community.arlo.com<br><br>Sincerely,<br><br>Kim<br>ARLO Support Expert"
122,181875,CAMERA BLURRY,•What is the serial number of the camera?<br>•When was the issue started?<br>•Did the camera works fine before?<br>•How far was the camera from the base station?<br>•May I know your internet speed?upload and download?<br>•May you send as a sample screenshot of the camera&apos;s performance?<br>•When and where was the camera purchased?<br>•May I have your shipping address?<br><br>Your response with a detailed information is much anticipated.<br><br>You may perform the troubleshooting steps provided under this link: https://kb.arlo.com/1179147/How-do-I-get-better-picture-quality-from-my-Arlo-camera<br>
123,185928,For RMA Reply Email ,"Hi _____, <br><br>Good day!<br><br>We are sorry that the Arlo devices did not work as expected. From your letter, I understand that you would like to have it fixed, but unfortunately, none of the troubleshooting steps work. <br> <br>Since the device is _______, we can request for replacement of it for isolation purposes. For us to proceed, we need the following information from you. Please provide us the answer soon. <br><br>>Place of Purchase of the device<br>>Date of Purchase of the device<br>>Phone Number that is best to reach you<br>>Shipping Address<br><br>Once we submit this information, please be informed that this is still pending for approval. And if you have further questions let us know and we would gladly assist you. We&apos;ll look forward to your next response. You may also take advantage of the following support options for a faster resolution and refer to case number _______.<br><br>You may also take advantage of the following support options for a faster resolution:<br><br>• Phone support: 408-638-3750<br>• Live chat support: http://www.arlo.com/en-us/support/contact.aspx<br>• Online Forum: community.arlo.com<br><br>For more information, you may visit us at Arlo.com and https://community.netgear.com/t5/Arlo/ct-p/Arlo.<br><br>Kind Regards, <br>Karen<br>Arlo  L1 Support Expert<br>Support Site: support.arlo.com<br>Community site: community.arlo.com"
124,140567,CAMERA OFFLINE,"Hi Dawna,<br><br><br>I hope you are doing fine!<br><br>Thank you for submitting your concern through our email channel. Please know that we will do our best to address your concern in the least amount of time.<br><br>As I understand your concern, your camera is offline. May I know what else have you done so far? Any troubleshooting steps taken before contacting us? One probable cause for this to happen is when there is changes in your internet network. With this, you may try the following troubleshooting steps as laid out below:<br><br>Note: Please make sure to follow the troubleshooting below for us to isolate further the issue and for us to know if there are changes after the troubleshooting.<br><br>1. Try to do power cycle your camera and make an activity. Please check the library if something is recording after you trigger any motion.<br><br>Power cycle the camera:<br>a. Take the battery out for 60 seconds.<br>b. Install the battery back in after the said time frame.<br>c. Check the momentary Blue light is showing. If it is Amber, it means the battery is dead. With that, please change the battery.<br><br>To re-sync your camera:<br>1. Please bring the affected camera at least 3ft to your Arlo Base Station<br>2. Push the ""SYNC"" button the Base Station first, please make sure that the camera LED icon located to the right is blinking green.<br>3. Then push the ""SYNC"" button on your Arlo Camera, The camera will then be blinking blue.<br>4. Once the camera blinks fast blue and there was no amber LED during the entire syncing process, that indicates your camera has been re-synced into your account.<br><br>2. Check your Arlo library for the last recording for that camera. If the most recent video for that camera was recorded a long time ago, the camera might not be synced to the base station.<br>3. Try to swap batteries from your other working cameras just to make sure that the battery is working fine. Observe if either of the two cameras would go offline.<br>4. Try to swap location from your other working cameras. This is to eliminate network interference as a reason why camera keeps going offline.<br>5. Try to sync the camera by removing the battery and plugging it in using a power cable.<br><br>You may also go to this link for future reference:<br>https://kb.arlo.com/1133448/My-Arlo-wire-free-camera-is-offline-how-can-I-troubleshoot-it<br><br>If the steps provided above did not bring any resolution, kindly detail the results or behavior of the system after performing the said steps on your response. Likewise, I would like to gather additional information so that we can proceed accordingly:<br><br>1. What is the serial number of the Camera/Base station?<br>2. May I know the date and place of purchased?<br>3. What is the behavior of the LED on the camera?<br>4. Have you tried using new batteries?<br><br>Please be informed that when your case gets inactive for 7 days, we will have to close this case. I know that the issue might have not been resolved yet. However, you may still get back to us at your most convenient time and provide your case ID which is 41453957.<br><br>For inquiries or other issues, we also have other support options available for you:<br><br>• Phone support: 408-638-3750<br>• Live chat support: visit http://www.arlo.com/en-US/support/contact.aspx and click on ""Start Chat"".<br>• Support Site: https://support.arlo.com<br>• Community site: https://community.arlo.com<br><br>Sincerely,<br><br>Kim<br>ARLO Support Expert"
132,169545,Email Response,"Hi “CUSTOMER&apos;S FIRST NAME”,<br><br><br>Thank you for contacting ARLO E-mail support. Rest assured, we will use all our resources to address your concern in the least amount of time.<br><br>I understand that, “Paraphrase the concern”. This can be due to “State possible reason”.<br><br>Please do the following: <br><br>1<br>2<br>3<br> <br><br>You can also use this link: “Provide the link”, for reference.<br><br>Your response with a detailed result of the steps provided is much anticipated.<br><br>Also, please provide the following information in case we will need to proceed with other alternatives:<br><br>> SN of the affected camera/base station.<br>> When and where it was purchased.<br>> “PROBING QUESTIONS”<br> <br>We hope to hear from you soon.<br><br><br>Sincerely,<br><br>Maria<br>ARLO Support Expert<br>Support Site - https://support.arlo.com<br>Community site - https://community.arlo.com"
133,169545,RMA for accessories ,"Hi Joel, <br><br><br>Good day!<br><br>We would like to inform you that we have processed a complimentary one-time battery replacement for your camera. You will receive an RMA confirmation Email. No need to send the old batteries. Just disregard the RMA Email. You will receive it within 3-5 business days. Your RMA number is 7071512. Once I close this case, you will receive an email containing a survey. Please rate the service and support I had provided you regarding your support case.<br><br>To track your RMA status, please go to https://www.arlo.com/rma/rmacheck.aspx<br><br><br>Sincerely,<br><br>Maria Fe<br>ARLO Support Expert<br>Support Site - https://support.arlo.com<br>Community site - https://community.arlo.com"
134,169545,Duplicate Email ,"Hi, <<<CUSTOMER&apos;S FIRST NAME>>>.<br><br><br>Thank you for contacting Arlo Email Support!<br><br>This email is to acknowledge your case submission. However, please know that this case is a duplicate of your existing case which is Case ID: <<<ORIGINAL CASE>>>. Please anticipate a response coming from the expert assigned for your existing case. Should you decide to post a reply, kindly post it on your existing case as this case will no longer be attended to and will be closed.<br><br><br>Sincerely,<br><br>Maria<br>ARLO Support Expert<br>Support Site - https://support.arlo.com<br>Community site - https://community.arlo.com<br><br>"
135,185928,KB Link Follow Up,"Hi ____________, <br><br>Thank you for contacting Arlo Technical Support. <br><br>This is regarding to your concern earlier. I would like to provide you the link that you may use in the  future:<br><br>https://kb.arlo.com/1133448/My-Arlo-wire-free-camera-is-offline-how-can-I-troubleshoot-it<br><br>Please don&apos;t hesitate to contact us back, we are open 24/7 if you need any assistance. Thank you so much! <br>You may also take advantage of the following support options for a faster resolution:<br><br>• Phone support: 408-638-3750<br>• Live chat support: http://www.arlo.com/en-us/support/contact.aspx<br>• Online Forum: community.arlo.com<br><br>For more information, you may visit us at Arlo.com and https://community.netgear.com/t5/Arlo/ct-p/Arlo.<br><br><br>Kind Regards, <br>Karen<br>Arlo  L1 Support Expert<br>Support Site: support.arlo.com<br>Community site: community.arlo.com"
136,185928,RMA FORM Did not process- Pending Customer Action,"Hi _______,<br><br><br>Thank you for contacting Arlo Technical Support.<br><br>I checked on our system and it shows that you have not started with the replacement process. To start the replacement process, please check your inbox or spam and check if you received a confirmation email from Arlo and fill out the form. Also, please use this link to complete the RMA process<br>https://my.netgear.com/myNETGEAR/OnlineRMA.asp<br><br>1. Enter RMA Number: <br>2. Enter Serial Number: <br>3. Next select your shipping options and enter your shipping address in the subsequent steps.<br>4. Just follow the prompt.<br><br><br>Please note, that the RMA link will expire after 10 days.<br><br><br>Kind regards,<br>Karen<br>Arlo  L1 Support Expert<br>Support Site: support.arlo.com<br>Community site: community.arlo.com"
137,140567,NOT DETECTING MOTION,"Hi Bradley,<br><br><br>I hope you are doing fine!<br><br>Thank you for submitting your concern through our email channel. Please know that we will do our best to address your concern in the least amount of time.<br><br>As I understand your concern, one of your Arlo Ultra cameras is not detecting motion. May I know what else have you done so far? Any troubleshooting steps taken before contacting us? One probable cause for this to happen is that the camera is too far from the base station. With this, you may try the following troubleshooting steps as laid out below:<br><br>Note: Please make sure to follow the troubleshooting below for us to isolate further the issue and for us to know if there are changes after the troubleshooting.<br><br>1. Camera positioning:<br>> Ensure that your camera isn’t looking through glass or other transparent objects because camera’s motion sensor decreases in performance when it is aimed to look through glass, plastic, or a mirror.<br>>Keep active locations in the camera&apos;s field of view. Position your camera so that the space that you want to monitor is within the camera&apos;s field of view.<br>> Elevate your camera. Mount your Arlo motion-detection camera at least 7 feet (2.1 meters) above the floor and aim it slightly downward for the best sensor performance.<br>> Ensure that side-to-side traffic crosses Arlo&apos;s field of view. Arlo&apos;s motion sensor is much more sensitive to side-to-side movement across its field of view than to movement directly toward or away from the camera. The best area for motion detection is 5 feet to 20 feet (1.5 to 6 meters) from the camera position.<br><br>2. Create a custom mode:<br>Please follow these steps:<br><br>1. Launch the Arlo app or log in to your Arlo account at my.arlo.com.<br>2. Tap or click Mode > Tap or click the base station > Tap or click Add a Mode.<br>3. Enter a name for the mode and tap or click Next. The Trigger Device page displays.<br>4. Tap or click the camera as the trigger device for a rule and then tap or click Next. Since you are using an Arlo Pro 2 Wire-Free camera please select motion is detected as the action then tap or click Next.<br>5. Set the Motion Sensitivity using the slider and tap or click Next. When prompted, specify that you want the camera to detect motion.<br>Note: You can select Record video or Do nothing.<br>6. If you selected Record video, use the slider to specify how long you want your device to record for motion is detected and tap or click Next.<br>7. Select the notifications that you want to receive and tap or click Next.<br>8. If you selected Email Alerts, enter the email addresses that you want to receive alerts and tap or click Next.<br>9. Review the summary of your settings and tap or click Save. Your new mode is saved.<br>Note: If you did not select Record video, you will not be able to save.<br>10. From the mode menu, tap the pencil icon or click > next to the mode that you just created.<br>Tap or click Add Rule and do the same process to the other cameras.<br>11. Try to do a motion detection test by following the link below:<br>(https://kb.arlo.com/1114344/How-do-I-use-the-motion-detection-test-for-my-Arlo-device)<br><br>3. Try to do power cycle your camera and make an activity. Please check the library if something is recording after you trigger any motion.<br>• Open and close the camera battery door. If the LED blinks blue once and it does not rapidly blink blue later, you must resync your camera.<br><br>4. If in case the camera still not recording, try to remove and re-sync the camera.<br><br>To Remove the device from the account:<br>1. Launch your Arlo app or go to my.arlo.com.<br>2. Log in to your Arlo account > go to Settings, then select My Devices, and Select the affected camera.<br>3.Scroll down and select ""Remove Device""<br><br>Power cycle the camera.<br>a. Take the battery out for 60 seconds.<br>b. Install the battery back in after the said time frame.<br>c. Check the momentary Blue light is showing. If it is Amber, it means the battery is dead. With that, please change the battery.<br><br>To re-sync your camera:<br>1. Please bring the affected camera at least 3ft to your Arlo Base Station<br>2. Push the ""SYNC"" button the Base Station first, please make sure that the camera LED icon located to the right is blinking green.<br>3. Then push the ""SYNC"" button on your Arlo Camera, The camera will then be blinking blue.<br>4. Once the camera blinks fast blue and there was no amber LED during the entire syncing process, that indicates your camera has been re-synced into your account.<br><br>You may also go to this link for future reference:<br>https://kb.arlo.com/994085/Why-isn-t-my-Arlo-camera-detecting-motion<br><br>If the steps provided above did not bring any resolution, kindly detail the results or behavior of the system after performing the said steps on your response. Likewise, I would like to gather additional information so that we can proceed accordingly:<br><br>1. What is the serial number of the Camera/Base station?<br>2. May I know the date and place of purchased?<br>3. How high did you mount the camera above the ground?<br>4. What is the distance of the camera from the base station?<br><br>Please be informed that when your case gets inactive for 7 days, we will have to close this case. I know that the issue might have not been resolved yet. However, you may still get back to us at your most convenient time and provide your case ID which is 41459605.<br><br>For inquiries or other issues, we also have other support options available for you:<br><br>• Phone support: 408-638-3750<br>• Live chat support: visit http://www.arlo.com/en-US/support/contact.aspx and click on ""Start Chat"".<br>• Support Site: https://support.arlo.com<br>• Community site: https://community.arlo.com<br><br>Sincerely,<br><br>Kim<br>ARLO Support Expert"
138,169545,RMA follow up,"Hi ,<br><br><br>Good day!<br><br>This is a follow-up on case 41427843.<br><br>A Return Merchandise Authorization (RMA) on the product has been initiated. As I checked here in our system, the status of your RMA is now exported.<br><br>To track your RMA status, please go to https://www.arlo.com/rma/rmacheck.aspx<br><br>Please be reminded of your RMA number: 7121391. Please make sure not to include the accessories that came with the unit. Write the RMA number, your complete name and physical address on the box that you will use in shipping the unit back. Please also include a note inside the box that will have the same information.<br><br>If you&apos;re still unable to find the RMA Email, please call us at 408-638-3750 and refer to the case number provided for us to be able to manually process your RMA. We provide 24/7 technical support so you may call us at your most convenient time.<br><br>Thanks and have a great day!<br><br>We hope to hear from you soon.<br><br><br>Sincerely,<br><br>Maria<br>ARLO Support Expert<br>Support Site - https://support.arlo.com<br>Community site - https://community.arlo.com"
